Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,
2022-05-14,15:00,Golden Arrows,2–2,Royal Eagles FC,,Sugar Ray Xulu Stadium,Masixole Bambiso,Match Report,
2022-05-14,15:00,Cape Town City,0–0,AmaZulu,1722.0,DHL Stadium,Michael Mosemeng,Match Report,
2022-05-14,15:00,Sundowns,0–3,Stellenbosch FC,,ABSA Tuks Stadium,Akhona Makalima,Match Report,
2022-05-14,15:00,Baroka FC,3–1,SuperSport,,Peter Mokaba Stadium,Eugene Mdluli,Match Report,
2022-05-14,15:00,Sekhukhune United FC,0–1,Kaizer Chiefs,,Emirates Airline Park,Victor Hlungwani,Match Report,
2022-05-21,15:00,Maritzburg Utd,1–0,Baroka FC,,Harry Gwala Stadium,Abongile Tom,Match Report,
2022-05-21,15:00,Marumo Gallants FC,2–2,Sekhukhune United FC,,Peter Mokaba Stadium,Sikhumbuzo Gasa,Match Report,
2022-05-21,15:00,Chippa Utd,0–1,TS Galaxy,,Nelson Mandela Bay Stadium,Thando Ndzandzeka,Match Report,
2022-05-21,15:00,Kaizer Chiefs,2–2,Moroka Swallows,,Soccer City,Masixole Bambiso,Match Report,
2022-05-21,15:00,Stellenbosch FC,1–0,Cape Town City,,Danie Craven Stadium,Cedrick Muvhali,Match Report,
2022-05-23,15:00,Royal Eagles FC,2–3,Sundowns,,Chatsworth Stadium,Jelly Chavani,Match Report,
2022-05-24,15:00,AmaZulu,1–2,Golden Arrows,250.0,Moses Mabhida Stadium,Luxolo Badi,Match Report,
2022-05-24,19:30,Orlando Pirates,4–1,Maritzburg Utd,,Lucas Masterpieces Moripe Stadium,Cedrick Muvhali,Match Report,
2022-05-27,19:30,Royal Eagles FC,2–2,Orlando Pirates,,Chatsworth Stadium,Thando Ndzandzeka,Match Report,
2022-05-30,18:00,SuperSport,2–0,Orlando Pirates,,Lucas Masterpieces Moripe Stadium,Luxolo Badi,Match Report,
