,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
214,23.0,Sat,2018-03-03,18:00,SuperSport,0–0,Maritzburg Utd,1500.0,Lucas Masterpieces Moripe Stadium,Masixole Bambiso,Match Report,
215,23.0,Sat,2018-03-03,20:15,Platinum Stars,1–2,Free State Stars,884.0,Royal Bafokeng Stadium,Eugene Mdluli,Match Report,
216,23.0,Sun,2018-03-04,15:30,Polokwane City,2–2,Golden Arrows,2500.0,Peter Mokaba Stadium,Thando Ndzandzeka,Match Report,
217,23.0,Sun,2018-03-04,15:30,Bloem Celtic,1–0,Ajax Cape Town,8000.0,Dr. Petrus Molemela Stadium,Victor Gomes,Match Report,
218,,,,,,,,,,,,
219,21.0,Wed,2018-03-07,19:30,Bloem Celtic,0–2,Polokwane City,5000.0,Dr. Petrus Molemela Stadium,Phelelani Ndaba,Match Report,
220,,,,,,,,,,,,
221,24.0,Fri,2018-03-16,20:00,Maritzburg Utd,2–1,Polokwane City,8000.0,Harry Gwala Stadium,Daniel Job,Match Report,
222,24.0,Sat,2018-03-17,15:30,Chippa Utd,1–0,Free State Stars,8837.0,Nelson Mandela Bay Stadium,Phelelani Ndaba,Match Report,
223,24.0,Sat,2018-03-17,18:00,Kaizer Chiefs,0–0,AmaZulu,3000.0,Soccer City,Daniel Bennett,Match Report,
224,24.0,Sat,2018-03-17,20:15,Golden Arrows,1–2,Orlando Pirates,9000.0,Princess Magogo Stadium,Thando Ndzandzeka,Match Report,
225,24.0,Sun,2018-03-18,15:30,Bloem Celtic,1–0,Platinum Stars,7800.0,Dr. Petrus Molemela Stadium,Eugene Mdluli,Match Report,
226,,,,,,,,,,,,
227,25.0,Tue,2018-04-03,19:30,AmaZulu,2–1,Ajax Cape Town,2000.0,King Goodwill Zwelithini Stadium,Daniel Job,Match Report,
228,25.0,Tue,2018-04-03,19:30,Bidvest Wits,2–1,Maritzburg Utd,1300.0,BidVest Stadium,Kulasande Qongqo,Match Report,
229,25.0,Wed,2018-04-04,19:30,Polokwane City,1–0,SuperSport,4000.0,Peter Mokaba Stadium,Phelelani Ndaba,Match Report,
230,25.0,Wed,2018-04-04,19:30,Platinum Stars,0–0,Baroka FC,769.0,Royal Bafokeng Stadium,Luxolo Badi,Match Report,
231,25.0,Wed,2018-04-04,19:30,Cape Town City,0–1,Golden Arrows,2000.0,Cape Town Stadium,Masixole Bambiso,Match Report,
232,25.0,Wed,2018-04-04,19:30,Free State Stars,0–1,Kaizer Chiefs,5200.0,Goble Park Stadium,Christopher Harrison,Match Report,
233,25.0,Wed,2018-04-04,19:30,Orlando Pirates,2–1,Bloem Celtic,7000.0,Orlando Stadium,Victor Hlungwani,Match Report,
234,25.0,Wed,2018-04-04,19:30,Sundowns,2–0,Chippa Utd,2000.0,Loftus Versfeld Stadium,Daniel Bennett,Match Report,
235,,,,,,,,,,,,
236,26.0,Sat,2018-04-07,15:00,Kaizer Chiefs,0–3,Chippa Utd,8300.0,Soccer City,Daniel Job,Match Report,
237,26.0,Sat,2018-04-07,15:00,Golden Arrows,1–1,Free State Stars,2500.0,Princess Magogo Stadium,Victor Hlungwani,Match Report,
238,26.0,Sat,2018-04-07,20:15,Maritzburg Utd,1–1,Cape Town City,9500.0,Harry Gwala Stadium,Daniel Bennett,Match Report,
239,26.0,Sat,2018-04-07,20:15,Platinum Stars,2–0,Polokwane City,944.0,Royal Bafokeng Stadium,Kulasande Qongqo,Match Report,
240,26.0,Sun,2018-04-08,15:00,Bloem Celtic,1–1,AmaZulu,7500.0,Dr. Petrus Molemela Stadium,Jelly Chavani,Match Report,
241,26.0,Sun,2018-04-08,15:00,Baroka FC,1–2,Sundowns,19025.0,Peter Mokaba Stadium,Phelelani Ndaba,Match Report,
242,26.0,Wed,2018-04-11,19:30,Ajax Cape Town,1–0,Bidvest Wits,2000.0,Cape Town Stadium,Eugene Mdluli,Match Report,
243,26.0,Wed,2018-04-11,19:30,SuperSport,0–0,Orlando Pirates,11828.0,Mbombela Stadium,Daniel Bennett,Match Report,
244,,,,,,,,,,,,
245,24.0,Sat,2018-04-14,18:00,Sundowns,2–0,Bidvest Wits,2000.0,Loftus Versfeld Stadium,Christopher Harrison,Match Report,
246,,,,,,,,,,,,
247,27.0,Sat,2018-04-14,18:00,Free State Stars,1–1,Bloem Celtic,5000.0,Goble Park Stadium,Kulasande Qongqo,Match Report,
248,27.0,Sat,2018-04-14,20:15,Cape Town City,0–0,SuperSport,3500.0,Athlone Stadium,Phelelani Ndaba,Match Report,
249,27.0,Sun,2018-04-15,15:00,AmaZulu,1–2,Orlando Pirates,12000.0,King Goodwill Zwelithini Stadium,Daniel Job,Match Report,
250,27.0,Sun,2018-04-15,15:00,Baroka FC,0–2,Maritzburg Utd,500.0,Peter Mokaba Stadium,Luxolo Badi,Match Report,
251,27.0,Sun,2018-04-15,15:00,Kaizer Chiefs,1–0,Platinum Stars,4500.0,Soccer City,Eugene Mdluli,Match Report,
252,27.0,Sun,2018-04-15,15:00,Chippa Utd,1–1,Ajax Cape Town,3316.0,Nelson Mandela Bay Stadium,Victor Hlungwani,Match Report,
253,27.0,Tue,2018-04-17,19:30,Sundowns,1–0,Golden Arrows,2500.0,Loftus Versfeld Stadium,Kulasande Qongqo,Match Report,
254,27.0,Sun,2018-04-22,15:00,Bidvest Wits,1–1,Polokwane City,2300.0,BidVest Stadium,Kulasande Qongqo,Match Report,
255,,,,,,,,,,,,
256,28.0,Tue,2018-04-24,19:30,Ajax Cape Town,1–0,Baroka FC,3000.0,Cape Town Stadium,Daniel Bennett,Match Report,
257,28.0,Tue,2018-04-24,19:30,Bloem Celtic,0–0,Chippa Utd,7200.0,Dr. Petrus Molemela Stadium,Phelelani Ndaba,Match Report,
258,28.0,Tue,2018-04-24,19:30,Golden Arrows,3–1,Kaizer Chiefs,2000.0,Princess Magogo Stadium,Daniel Job,Match Report,
259,28.0,Wed,2018-04-25,19:30,Maritzburg Utd,2–2,Sundowns,10000.0,Harry Gwala Stadium,Christopher Harrison,Match Report,
260,28.0,Wed,2018-04-25,19:30,Platinum Stars,1–2,AmaZulu,711.0,Royal Bafokeng Stadium,Kulasande Qongqo,Match Report,
261,28.0,Wed,2018-04-25,19:30,Orlando Pirates,4–0,Bidvest Wits,,Orlando Stadium,Victor Hlungwani,Match Report,
262,28.0,Wed,2018-04-25,19:30,Polokwane City,1–1,Cape Town City,1200.0,Peter Mokaba Stadium,Luxolo Badi,Match Report,
263,28.0,Wed,2018-04-25,19:30,SuperSport,3–2,Free State Stars,1700.0,Lucas Masterpieces Moripe Stadium,Eugene Mdluli,Match Report,
264,,,,,,,,,,,,
265,29.0,Sat,2018-04-28,15:00,Kaizer Chiefs,2–0,Maritzburg Utd,2000.0,Soccer City,Michael Mosemeng,Match Report,
266,29.0,Sat,2018-04-28,15:00,Golden Arrows,3–2,Platinum Stars,600.0,Princess Magogo Stadium,Luxolo Badi,Match Report,
267,29.0,Sat,2018-04-28,15:00,Chippa Utd,1–1,SuperSport,7000.0,Nelson Mandela Bay Stadium,Phillip Tinyani,Match Report,
268,29.0,Sat,2018-04-28,15:00,Bidvest Wits,3–2,AmaZulu,2630.0,BidVest Stadium,Phelelani Ndaba,Match Report,
269,29.0,Sat,2018-04-28,15:00,Baroka FC,2–2,Bloem Celtic,3239.0,Peter Mokaba Stadium,Christopher Harrison,Match Report,
270,29.0,Sat,2018-04-28,15:00,Free State Stars,0–0,Polokwane City,600.0,Goble Park Stadium,Victor Gomes,Match Report,
271,29.0,Sat,2018-04-28,15:00,Cape Town City,1–0,Orlando Pirates,18000.0,Athlone Stadium,Kulasande Qongqo,Match Report,
272,29.0,Sat,2018-04-28,15:00,Sundowns,3–1,Ajax Cape Town,8000.0,Loftus Versfeld Stadium,Daniel Job,Match Report,
273,,,,,,,,,,,,
274,30.0,Sat,2018-05-12,15:00,Maritzburg Utd,1–1,Golden Arrows,6500.0,Harry Gwala Stadium,Phillip Tinyani,Match Report,
275,30.0,Sat,2018-05-12,15:00,Polokwane City,1–1,Chippa Utd,6392.0,Peter Mokaba Stadium,Christopher Harrison,Match Report,
276,30.0,Sat,2018-05-12,15:00,Bloem Celtic,0–0,Sundowns,20000.0,Dr. Petrus Molemela Stadium,Eugene Mdluli,Match Report,
277,30.0,Sat,2018-05-12,15:00,SuperSport,1–0,Baroka FC,3000.0,Lucas Masterpieces Moripe Stadium,Victor Hlungwani,Match Report,
278,30.0,Sat,2018-05-12,15:00,Platinum Stars,1–0,Bidvest Wits,520.0,Royal Bafokeng Stadium,Siyabonga Nkomo,Match Report,
279,30.0,Sat,2018-05-12,15:00,Ajax Cape Town,1–2,Kaizer Chiefs,20000.0,Cape Town Stadium,Daniel Bennett,Match Report,
280,30.0,Sat,2018-05-12,15:00,AmaZulu,1–0,Cape Town City,10000.0,King Goodwill Zwelithini Stadium,Luxolo Badi,Match Report,
281,30.0,Sat,2018-05-12,15:00,Orlando Pirates,2–1,Free State Stars,4700.0,Orlando Stadium,Phelelani Ndaba,Match Report,
