Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,
2024-05-18,15:00,Kaizer Chiefs,0–0,Polokwane City,,FNB Stadium,Akhona Makalima,Match Report,
2024-05-18,15:00,TS Galaxy,1–0,Orlando Pirates,,Mbombela Stadium,Tshidiso Maruping,Match Report,
2024-05-18,15:00,Cape Town City,3–1,Richards Bay FC,,DHL Stadium,Olani Kwinda,Match Report,
2024-05-18,15:00,Stellenbosch FC,0–1,Sundowns,,Athlone Stadium,Philangenkosi Khumalo,Match Report,
2024-05-18,15:00,SuperSport,2–0,Moroka Swallows,,Lucas Masterpieces Moripe Stadium,Eugene Mdluli,Match Report,
2024-05-21,19:30,TS Galaxy,1–1,Sundowns,,Mbombela Stadium,Facundo Andújar,Match Report,
2024-05-25,15:00,Orlando Pirates,1–1,SuperSport,,Orlando Stadium,Sikhumbuzo Gasa,Match Report,
2024-05-25,15:00,Moroka Swallows,1–2,Royal Eagles FC,,Volkswagen Dobsonville Stadium,Christopher Kistoor,Match Report,
2024-05-25,15:00,Sundowns,0–1,Cape Town City,,Loftus Versfeld Stadium,Eugene Mdluli,Match Report,
2024-05-25,15:00,Richards Bay FC,2–1,Stellenbosch FC,,King Goodwill Zwelithini Stadium,Luxolo Badi,Match Report,
2024-05-25,15:00,Chippa Utd,0–1,Sekhukhune United FC,,Buffalo City Stadium,,Match Report,
2024-05-25,15:00,Polokwane City,1–0,TS Galaxy,,Peter Mokaba Stadium,Abongile Tom,Match Report,
2024-05-25,15:00,AmaZulu,1–3,Golden Arrows,,Moses Mabhida Stadium,Olani Kwinda,Match Report,
2024-05-25,15:00,Ajax Cape Town,2–0,Kaizer Chiefs,,DHL Stadium,Tshidiso Maruping,Match Report,
