Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,
2020-08-29,13:30,Orlando Pirates,2–1,SuperSport,,Emirates Airline Park,Siyabonga Nkomo,Match Report,
2020-08-29,13:30,Highlands Park,1–1,Maritzburg Utd,,Volkswagen Dobsonville Stadium,Philangenkosi Khumalo,Match Report,
2020-08-29,15:30,AmaZulu,1–0,Black Leopards,,Lucas Masterpieces Moripe Stadium,Abongile Tom,Match Report,
2020-08-29,18:00,Golden Arrows,1–4,Cape Town City,,Emirates Airline Park,Akhona Makhalima,Match Report,
2020-08-30,13:30,Bloem Celtic,0–0,Polokwane City,,ABSA Tuks Stadium,Thokozani Mkhize,Match Report,
2020-08-30,15:30,Bidvest Wits,1–0,Kaizer Chiefs,,Soccer City,Victor Hlungwani,Match Report,
2020-08-30,18:00,Sundowns,0–1,Baroka FC,,Volkswagen Dobsonville Stadium,Thando Ndzandzeka,Match Report,
2020-09-02,18:00,SuperSport,4–1,Baroka FC,,BidVest Stadium,Abongile Tom,Match Report,
2020-09-02,18:00,Polokwane City,0–3,Sundowns,,Loftus Versfeld Stadium,Victor Hlungwani,Match Report,
2020-09-02,18:00,Golden Arrows,0–0,Bloem Celtic,,Emirates Airline Park,Xola Sitela,Match Report,
2020-09-02,18:00,Kaizer Chiefs,1–0,Chippa Utd,,Orlando Stadium,Jelly Chavani,Match Report,
2020-09-02,18:00,Maritzburg Utd,0–1,Orlando Pirates,,Lucas Masterpieces Moripe Stadium,Sikhumbuzo Gasa,Match Report,
2020-09-02,18:00,Stellenbosch FC,1–1,AmaZulu,,ABSA Tuks Stadium,,Match Report,
2020-09-02,18:00,Highlands Park,1–0,Cape Town City,,Volkswagen Dobsonville Stadium,Tshepiso Mkhwanazi,Match Report,
2020-09-02,18:00,Black Leopards,1–0,Bidvest Wits,,Soccer City,Victor Gomes,Match Report,
2020-09-05,15:30,Chippa Utd,1–0,Golden Arrows,,Orlando Stadium,Eugene Mdluli,Match Report,
2020-09-05,15:30,Orlando Pirates,1–0,Stellenbosch FC,,Emirates Airline Park,Olani Kwinda,Match Report,
2020-09-05,15:30,Bidvest Wits,3–1,Polokwane City,,Soccer City,,Match Report,
2020-09-05,15:30,Bloem Celtic,3–1,Maritzburg Utd,,ABSA Tuks Stadium,Akhona Makhalima,Match Report,
2020-09-05,15:30,Sundowns,3–0,Black Leopards,,Volkswagen Dobsonville Stadium,Luxolo Badi,Match Report,
2020-09-05,15:30,Baroka FC,1–1,Kaizer Chiefs,,BidVest Stadium,Abongile Tom,Match Report,
2020-09-05,15:30,Cape Town City,1–0,SuperSport,,Loftus Versfeld Stadium,Thokozani Mkhize,Match Report,
2020-09-05,15:30,AmaZulu,1–1,Highlands Park,,Lucas Masterpieces Moripe Stadium,Thando Ndzandzeka,Match Report,
